Law Id,State,Title,Text,Enacted Date,Amended Date,Recent?,Sequence Number,Type,Agency,Significant Update Date,Expired Date,Archived Date,Repealed Date,Topic,Technology Categories,Incentive Categories,Regulation Categories,User Categories,References,Status,Status Date
12432,CO,Direct Current (DC) Fast Charging Plazas Program,"The Colorado Energy Office (CEO) administers the Colorado Electric
Vehicle (EV) DC Fast Charging Plazas Program. Priority locations are
near downtown areas, high-density housing, commercial developments,
transit hubs, transportation network company dense areas, and
underserved communities. Eligible applicants may receive grants up to
80% of project costs at each proposed location. Awardees must provide
five years of continuous use. For additional information, including
requirements and funding availability, see the CEO [EV DC Fast Charging
Plazas
Program](https://energyoffice.colorado.gov/ev-fast-charging-plazas)
website.
",,,false,14,State Incentives,"",2020-07-13 00:56:21 UTC,,,,"",ELEC|PHEV,GNT,"",STATION|FLEET,"",,
12970,DC,District of Columbia's National Electric Vehicle Infrastructure (NEVI) Planning,"The U.S. Department of Transportation's (DOT) [NEVI Formula
Program](https://afdc.energy.gov/laws/12744) requires the District
Department of Transportation (DDOT) to submit an annual EV
Infrastructure Deployment Plan (Plan) to the DOT and U.S. Department of
Energy (DOE) [Joint Office of Energy and
Transportation](https://driveelectric.gov) (Joint Office), describing
how the state intends to distribute NEVI funds. The submitted plans must
be established according to [NEVI
guidance](https://www.fhwa.dot.gov/environment/alternative_fuel_corridors/nominations/90d_nevi_formula_program_guidance.pdf).

For more information about District of Columbia's NEVI planning process,
see the DDOT [District Electric Vehicle Infrastructure Deployment
Plan](https://nevi.ddot.dc.gov/) website. To review District of
Columbia's NEVI plan, see the Joint Office [State Plans for EV
Charging](https://driveelectric.gov/state-plans/) website.
",,,false,3,State Incentives,"",2022-09-14 20:35:52 UTC,,,,"",ELEC|PHEV,GNT,"",GOV,"",,
14279,NJ,Electric School Bus Grant,"The New Jersey Department of Environmental Protection (NJDEP) offers
grants to school districts and school bus contractors for the purchase
of electric school buses and charging infrastructure. Grants awards vary
based on charger type and whether the applicant operates in an
[overburdened community](https://dep.nj.gov/ej/communities/). Grants are
available in the following amounts:

<div>

  Technology                                             Maximum Grant Amount   Overburdened School District Maximum Grant Amount
  ------------------------------------------------------ ---------------------- ---------------------------------------------------
  Electric School Bus + Level 2 Charger                  \$270,000              \$300,000
  Electric School Bus + Direct Current Fast Charger      \$290,000              \$320,000
  Electric School Bus + Bi-Directional Charging Option   \$320,000              \$350,000

</div>

School bus contractors must apply in conjunction with a specified school
or school district. For more information, including eligibility
requirements, program evaluation criteria, and bi-directional charging
details, see the NJDEP [Electric School Bus Grant
Program](https://dep.nj.gov/stopthesoot/electric-school-bus-program/)
website and the [Electric School Bus Grant
Solicitation](https://dep.nj.gov/wp-content/uploads/stopthesoot/pdf/dmp/esbsolicitation.pdf).
",,,false,45,State Incentives,"",2024-12-09 14:10:17 UTC,,,,"",ELEC,GNT,"",OTHER|TRANS,"",,
12993,CO,Electric School Bus Grant,"The Colorado Department of Public Health and Environment (CDPHE) will
administer the Electrifying School Buses Grant Program (Program), which
provides funds to schools for the purchase of electric school buses and
associated charging infrastructure. Eligible projects include the
purchase and maintenance of electric school buses; the conversion of
fossil-fuel powered school buses to electric buses; the purchase and
installation of charging infrastructure; and electrical upgrades to
support associated charging infrastructure. Eligible applicants include
public school districts, charter schools, schools operated by tribal
governments, and nonprofit partners acting on behalf of a school
district or charter school. Schools located in underserved communities
or [areas in
nonattainment](https://www3.epa.gov/airquality/greenbook/ancl.html) with
the National Ambient Air Quality Standards may receive priority
consideration. Additional terms and conditions apply. For more
information, see the CDPHE [Colorado Electric School Bus Grant
Program](https://cdphe.colorado.gov/electric-school-buses) website.

(Reference [Colorado Revised Statutes 25-7-1401](https://leg.colorado.gov/laws))",,,false,40,State Incentives,"",2022-07-10 20:13:44 UTC,,,,"",ELEC,GNT,"",GOV|TRIBAL,https://leg.colorado.gov/bills|https://leg.colorado.gov/laws,,
12476,MN,Electric School Bus Grants,"The Minnesota Pollution Control Agency (MPCA) provides matching funds
for eligible entities that receive grants from the U.S. Environmental
Protection Agency's [Clean School Bus](https://afdc.energy.gov/laws/323)
program for the replacement of diesel-powered school buses with electric
school buses. MPCA provides grants up to \$375,000 per eligible project.
This program is funded by Minnesota's portion of the [Volkswagen
Environmental Mitigation
Trust](https://www.epa.gov/enforcement/volkswagen-clean-air-act-civil-settlement).
For more information, including eligibility requirements, see the MPCA
[Volkswagen Settlement
Grants](https://www.pca.state.mn.us/air-water-land-climate/volkswagen-settlement-grants)
website.
",,,false,10,State Incentives,"",2020-08-13 01:32:01 UTC,,,,"",ELEC|PHEV,GNT,"",GOV|OTHER,"",,
12540,RI,Electric Transit Bus Pilot and Replacement Program,"The Rhode Island Public Transit Authority (RIPTA) is responsible for
implementing the [RIPTA Zero Emissions Vehicle
Program](https://www.ripta.com/electric-bus/) to evaluate electric
transit buses to replace retired diesel buses. This program is part of
Rhode Island's [Beneficiary Mitigation
Plan](http://www.dem.ri.gov/programs/air/documents/vwmitplanf.pdf) and
is funded by Rhode Island's portion of the [Volkswagen Environmental
Mitigation
Trust](https://www.epa.gov/enforcement/volkswagen-clean-air-act-civil-settlement).
For more information see the Rhode Island Department of Environmental
Management [Volkswagen
Settlement](http://www.dem.ri.gov/programs/air/vwsettle.php) website.
",,,false,11,Laws and Regulations,"",2021-02-05 17:02:31 UTC,,,,"",ELEC,"",REQ,GOV|TRANS,"",,
13366,US,Electric Vehicle and Fuel Cell Electric Vehicle Manufacturing Grants,"The U.S. Department of Energy (DOE) Office of Manufacturing and Energy
Supply Chains (MESC) provides grants of up to \$500,000,000 for the
domestic production of hybrid, plug-in electric hybrid, plug-in electric
drive, and hydrogen fuel cell electric vehicles and components through
the Domestic Manufacturing Conversion Grants Program. A minimum 50%
non-federal cost share is required. Funding will prioritize projects
that address the conversion of manufacturing facilities that have
recently ceased operation or will cease operation in the near future.
For more information, see the MESC [Domestic Manufacturing Conversion
Grants
website](https://www.energy.gov/mesc/domestic-manufacturing-conversion-grants).

(Reference [42 U.S. Code 16062](https://www.govinfo.gov/) and [Public Law 117-169](https://www.congress.gov/public-laws/117th-congress))",,,false,,Incentives,U.S. Department of Energy,2023-11-01 14:39:16 UTC,,,,"",ELEC|HEV|HY|PHEV,GNT,"",MAN,https://www.govinfo.gov/|https://www.congress.gov/public-laws/117th-congress,,
12411,MD,Electric Vehicle Emissions Inspection Exemption,"Vehicles powered exclusively by electricity are exempt from state
emissions inspections. For more information, see the Maryland [Vehicle
Emissions Inspection
Program](https://mde.maryland.gov/programs/Air/MobileSources/Pages/VEIP.aspx)
website.

(Reference [Maryland Statutes, Transportation Code 23-206 and 23-206.4](http://mgaleg.maryland.gov/mgawebsite/))",,,false,35,State Incentives,"",2020-05-12 14:39:20 UTC,,,,"",ELEC,EXEM,"",FLEET|GOV|OTHER|IND,http://mgaleg.maryland.gov/mgawebsite/,,
13148,CO,Electric Vehicle (EV) Adoption Support,"Beginning July 1, 2021, the Colorado Energy Office and Colorado
Department of Public Health and Environment (CDPHE) must publish an
annual report detailing the progress made toward meeting the EV adoption
goals established in the [Colorado EV Plan
2020](https://energyoffice.colorado.gov/transportation/ev-education-resources/2023-colorado-ev-plan)
and the transportation greenhouse gas emissions reduction goals set in
the [Colorado Greenhouse Gas Pollution Reduction
Roadmap](https://energyoffice.colorado.gov/climate-energy/ghg-pollution-reduction-roadmap).
For more information, including the annual report, see the CDPHE [Clean
Fleet
Enterprise](https://cdphe.colorado.gov/clean-fleet-enterprise#resources)
website.

(Reference [Colorado Revised Statutes 24-38.5-110](http://www.lexisnexis.com/hottopics/Colorado/))",,,false,35,Laws and Regulations,"",2023-01-06 18:52:35 UTC,,,,"",ELEC,"","","",https://leg.colorado.gov/bills/sb21-260|http://www.lexisnexis.com/hottopics/Colorado/,,
13078,AR,Electric Vehicle (EV) and Automated Vehicle (AV) Support ,"The governor established the Arkansas Council on Future Mobility
(Council) to support advanced mobility technology, including EVs and
AVs. The Council must identify state laws that are prohibitive to EVs
and AVs and provide recommendations on policies and incentives to
promote their advancement. Additionally, the Council must identify
future tasks and goals related to EV and AV education, workforce
training, and economic development. The Council published a
[report](https://4mediagroup.postclickmarketing.com/ARfuturemobility) of
their recommendations in December 2022. Recommendations include:

-   Increase the EV annual registration fee;
-   Increase funding for existing state EV programs;
-   Consider creating tax credits to fund the expansion of the state's
    direct current fast charger (DCFC) network, and
-   Create EV and automated vehicle career technical education training
    programs for high school and community college students.

(Reference [Executive Order 22-06, 2022](https://governor.arkansas.gov/our-office/executive-orders/))",,,false,11,Laws and Regulations,"",2022-10-14 22:06:29 UTC,,,,"",AUTONOMOUS|ELEC|PHEV,"",OTHER,GOV|OTHER,https://governor.arkansas.gov/our-office/executive-orders/,,
13278,NJ,Electric Vehicle (EV) and EV Charger Grant Program ,"The New Jersey Department of Environmental Protection (NJDEP)
administers the eMobility Grant Program, which provides funding to
increase electric mobility solutions including carshare, rideshare,
ride-hailing, fixed-route transit, microtransit, and e-mobility services
for residents in [underserved
areas](https://dep.nj.gov/ej/communities/). Eligible projects include
EVs and EV chargers. Priority will be given to projects in [overburdened
communities](https://www.nj.gov/dep/ej/communities.html). For more
information, including funding availability and eligibility
requirements, see the NJDEP Drive Green
[e-Mobility](https://dep.nj.gov/drivegreen/emobility/) website.
",,,false,41,State Incentives,"",2023-07-13 16:12:57 UTC,,,,"",ELEC,GNT,"",FLEET|OTHER|TRANS,"",,
12832,NJ,Electric Vehicle (EV) and EV Charger Rebate,"The New Jersey Board of Public Utilities' (NJBPU) Charge Up New Jersey
program offers point-of-sale rebates to New Jersey residents for the
purchase or lease of a new light-duty EV. A rebate of \$2,000 is
available for eligible EVs with a manufacturer suggested retail price of
up to \$55,000. Applicants that meet certain income thresholds are
eligible for an additional \$2,000 rebate through NJBPU's Charge Up+
incentive, for a total rebate of \$4,000. Plug-in hybrid electric
vehicles are not eligible for this rebate.

The NJBPU also offers residents a \$250 rebate for the purchase of an
eligible Level 2 EV charger through the Charge Up Residential Charger
Program. For more information, including eligibility requirements,
income qualifications, and funding availability, see the NJBPU [EV
Incentive
Program](https://njcleanenergy.com/residential/programs/electric-vehicle-incentive-programs)
and [Charge Up New Jersey](https://chargeup.njcleanenergy.com/) website.

(Reference [New Jersey Statutes 48:25-1 through 48:25-8](http://www.njleg.state.nj.us/))",,,false,6,State Incentives,"",2022-03-07 21:07:03 UTC,,,,"",ELEC|PHEV,OTHER,"",IND,http://www.njleg.state.nj.us/,,
